"Time"	"%usr all"	"%nice all"	"%sys all"	"%iowait all"	"%steal all"	"%irq all"	"%soft all"	"%guest all"	"%idle all"	"%usr 0"	"%nice 0"	"%sys 0"	"%iowait 0"	"%steal 0"	"%irq 0"	"%soft 0"	"%guest 0"	"%idle 0"	"%usr 1"	"%nice 1"	"%sys 1"	"%iowait 1"	"%steal 1"	"%irq 1"	"%soft 1"	"%guest 1"	"%idle 1"	"%usr 2"	"%nice 2"	"%sys 2"	"%iowait 2"	"%steal 2"	"%irq 2"	"%soft 2"	"%guest 2"	"%idle 2"	"%usr 3"	"%nice 3"	"%sys 3"	"%iowait 3"	"%steal 3"	"%irq 3"	"%soft 3"	"%guest 3"	"%idle 3"	"%usr 4"	"%nice 4"	"%sys 4"	"%iowait 4"	"%steal 4"	"%irq 4"	"%soft 4"	"%guest 4"	"%idle 4"	"%usr 5"	"%nice 5"	"%sys 5"	"%iowait 5"	"%steal 5"	"%irq 5"	"%soft 5"	"%guest 5"	"%idle 5"	"%usr 6"	"%nice 6"	"%sys 6"	"%iowait 6"	"%steal 6"	"%irq 6"	"%soft 6"	"%guest 6"	"%idle 6"	"%usr 7"	"%nice 7"	"%sys 7"	"%iowait 7"	"%steal 7"	"%irq 7"	"%soft 7"	"%guest 7"	"%idle 7"	"proc/s"	"cswch/s"	"intr/s"	"pswpin/s"	"pswpout/s"	"pgpgin/s"	"pgpgout/s"	"fault/s"	"majflt/s"	"pgfree/s"	"pgscank/s"	"pgscand/s"	"pgsteal/s"	"%vmeff"	"tps"	"rtps"	"wtps"	"bread/s"	"bwrtn/s"	"frmpg/s"	"bufpg/s"	"campg/s"	"kbmemfree"	"kbmemused"	"%memused"	"kbbuffers"	"kbcached"	"kbcommit"	"%commit"	"kbswpfree"	"kbswpused"	"%swpused"	"kbswpcad"	"%swpcad"	"dentunusd"	"file-nr"	"inode-nr"	"pty-nr"	"runq-sz"	"plist-sz"	"ldavg-1"	"ldavg-5"	"ldavg-15"	"tps dev8-0"	"rd_sec/s dev8-0"	"wr_sec/s dev8-0"	"avgrq-sz dev8-0"	"avgqu-sz dev8-0"	"await dev8-0"	"svctm dev8-0"	"%util dev8-0"	"tps dev253-0"	"rd_sec/s dev253-0"	"wr_sec/s dev253-0"	"avgrq-sz dev253-0"	"avgqu-sz dev253-0"	"await dev253-0"	"svctm dev253-0"	"%util dev253-0"	"tps dev253-1"	"rd_sec/s dev253-1"	"wr_sec/s dev253-1"	"avgrq-sz dev253-1"	"avgqu-sz dev253-1"	"await dev253-1"	"svctm dev253-1"	"%util dev253-1"	"rxpck/s lo"	"txpck/s lo"	"rxkB/s lo"	"txkB/s lo"	"rxcmp/s lo"	"txcmp/s lo"	"rxmcst/s lo"	"rxpck/s eth0"	"txpck/s eth0"	"rxkB/s eth0"	"txkB/s eth0"	"rxcmp/s eth0"	"txcmp/s eth0"	"rxmcst/s eth0"	"rxerr/s lo"	"txerr/s lo"	"coll/s lo"	"rxdrop/s lo"	"txdrop/s lo"	"txcarr/s lo"	"rxfram/s lo"	"rxfifo/s"	"txfifo/s lo"	"rxerr/s eth0"	"txerr/s eth0"	"coll/s eth0"	"rxdrop/s eth0"	"txdrop/s eth0"	"txcarr/s eth0"	"rxfram/s eth0"	"rxfifo/s eth0"	"txfifo/s eth0"	"call/s"	"retrans/s"	"read/s"	"write/s"	"access/s"	"getatt/s"	"scall/s"	"badcall/s"	"packet/s"	"udp/s"	"tcp/s"	"hit/s"	"miss/s"	"sread/s"	"swrite/s"	"saccess/s"	"sgetatt/s"	"totsck"	"tcpsck"	"udpsck"	"rawsck"	"ip-frag"	"tcp-tw"	"irec/s"	"fwddgm/s"	"idel/s"	"orq/s"	"asmrq/s"	"asmok/s"	"fragok/s"	"fragcrt/s"	"ihdrerr/s"	"iadrerr/s"	"iukwnpr/s"	"idisc/s"	"odisc/s"	"onort/s"	"asmf/s"	"fragf/s"	"imsg/s"	"omsg/s"	"iech/s"	"iechr/s"	"oech/s"	"oechr/s"	"itm/s"	"itmr/s"	"otm/s"	"otmr/s"	"iadrmk/s"	"iadrmkr/s"	"oadrmk/s"	"oadrmkr/s"	"ierr/s"	"oerr/s"	"idstunr/s"	"odstunr/s"	"itmex/s"	"otmex/s"	"iparmpb/s"	"oparmpb/s"	"isrcq/s"	"osrcq/s"	"iredir/s"	"oredir/s"	"active/s"	"passive/s"	"iseg/s"	"oseg/s"	"atmptf/s"	"estres/s"	"retrans/s"	"isegerr/s"	"orsts/s"	"idgm/s"	"odgm/s"	"noport/s"	"idgmerr/s"	"tcp6sck"	"udp6sck"	"raw6sck"	"ip6-frag"	"irec6/s"	"fwddgm6/s"	"idel6/s"	"orq6/s"	"asmrq6/s"	"asmok6/s"	"imcpck6/s"	"omcpck6/s"	"fragok6/s"	"fragcr6/s"	"ihdrer6/s"	"iadrer6/s"	"iukwnp6/s"	"i2big6/s"	"idisc6/s"	"odisc6/s"	"inort6/s"	"onort6/s"	"asmf6/s"	"fragf6/s"	"itrpck6/s"	"imsg6/s"	"omsg6/s"	"iech6/s"	"iechr6/s"	"oechr6/s"	"igmbq6/s"	"igmbr6/s"	"ogmbr6/s"	"igmbrd6/s"	"ogmbrd6/s"	"irtsol6/s"	"ortsol6/s"	"irtad6/s"	"inbsol6/s"	"onbsol6/s"	"inbad6/s"	"onbad6/s"	"ierr6/s"	"idtunr6/s"	"odtunr6/s"	"itmex6/s"	"otmex6/s"	"iprmpb6/s"	"oprmpb6/s"	"iredir6/s"	"oredir6/s"	"ipck2b6/s"	"opck2b6/s"	"idgm6/s"	"odgm6/s"	"noport6/s"	"idgmer6/s"	"Cpu0 cycles"	"Cpu0 instructions"	"Cpu0 Cache-references"	"Cpu0 Cache-misses"	"Cpu0 branches"	"Cpu0 Branch-misses"	"Cpu0 Bus-cycles"	"Cpu0 Cpu-clock"	"Cpu0 Task-clock"	"Cpu0 faults"	"Cpu0 Minor-faults"	"Cpu0 Major-faults"	"Cpu0 cs"	"Cpu0 migrations"	"Cpu0 Alignment-faults"	"Cpu0 Emulation-faults"	"Cpu0 L0-dcache-loads"	"Cpu0 L0-dcache-load-misses"	"Cpu0 L0-dcache-stores"	"Cpu0 L0-dcache-store-misses"	"Cpu0 L0-dcache-prefetches"	"Cpu0 L0-dcache-prefetch-misses"	"Cpu0 L0-icache-loads"	"Cpu0 L0-icache-load-misses"	"Cpu0 L0-icache-prefetches"	"Cpu0 L0-icache-prefetch-misses"	"Cpu0 LLC-loads"	"Cpu0 LLC-load-misses"	"Cpu0 LLC-stores"	"Cpu0 LLC-store-misses"	"Cpu0 LLC-prefetches"	"Cpu0 LLC-prefetch-misses"	"Cpu0 DTLB-loads"	"Cpu0 DTLB-load-misses"	"Cpu0 DTLB-stores"	"Cpu0 DTLB-store-misses"	"Cpu0 DTLB-prefetches"	"Cpu0 DTLB-prefetch-misses"	"Cpu0 ITLB-loads"	"Cpu0 ITLB-load-misses"	"Cpu0 Branch-loads"	"Cpu0 Branch-load-misses"	"Cpu1 cycles"	"Cpu1 instructions"	"Cpu1 Cache-references"	"Cpu1 Cache-misses"	"Cpu1 branches"	"Cpu1 Branch-misses"	"Cpu1 Bus-cycles"	"Cpu1 Cpu-clock"	"Cpu1 Task-clock"	"Cpu1 faults"	"Cpu1 Minor-faults"	"Cpu1 Major-faults"	"Cpu1 cs"	"Cpu1 migrations"	"Cpu1 Alignment-faults"	"Cpu1 Emulation-faults"	"Cpu1 L1-dcache-loads"	"Cpu1 L1-dcache-load-misses"	"Cpu1 L1-dcache-stores"	"Cpu1 L1-dcache-store-misses"	"Cpu1 L1-dcache-prefetches"	"Cpu1 L1-dcache-prefetch-misses"	"Cpu1 L1-icache-loads"	"Cpu1 L1-icache-load-misses"	"Cpu1 L1-icache-prefetches"	"Cpu1 L1-icache-prefetch-misses"	"Cpu1 LLC-loads"	"Cpu1 LLC-load-misses"	"Cpu1 LLC-stores"	"Cpu1 LLC-store-misses"	"Cpu1 LLC-prefetches"	"Cpu1 LLC-prefetch-misses"	"Cpu1 DTLB-loads"	"Cpu1 DTLB-load-misses"	"Cpu1 DTLB-stores"	"Cpu1 DTLB-store-misses"	"Cpu1 DTLB-prefetches"	"Cpu1 DTLB-prefetch-misses"	"Cpu1 ITLB-loads"	"Cpu1 ITLB-load-misses"	"Cpu1 Branch-loads"	"Cpu1 Branch-load-misses"	"Cpu2 cycles"	"Cpu2 instructions"	"Cpu2 Cache-references"	"Cpu2 Cache-misses"	"Cpu2 branches"	"Cpu2 Branch-misses"	"Cpu2 Bus-cycles"	"Cpu2 Cpu-clock"	"Cpu2 Task-clock"	"Cpu2 faults"	"Cpu2 Minor-faults"	"Cpu2 Major-faults"	"Cpu2 cs"	"Cpu2 migrations"	"Cpu2 Alignment-faults"	"Cpu2 Emulation-faults"	"Cpu2 L2-dcache-loads"	"Cpu2 L2-dcache-load-misses"	"Cpu2 L2-dcache-stores"	"Cpu2 L2-dcache-store-misses"	"Cpu2 L2-dcache-prefetches"	"Cpu2 L2-dcache-prefetch-misses"	"Cpu2 L2-icache-loads"	"Cpu2 L2-icache-load-misses"	"Cpu2 L2-icache-prefetches"	"Cpu2 L2-icache-prefetch-misses"	"Cpu2 LLC-loads"	"Cpu2 LLC-load-misses"	"Cpu2 LLC-stores"	"Cpu2 LLC-store-misses"	"Cpu2 LLC-prefetches"	"Cpu2 LLC-prefetch-misses"	"Cpu2 DTLB-loads"	"Cpu2 DTLB-load-misses"	"Cpu2 DTLB-stores"	"Cpu2 DTLB-store-misses"	"Cpu2 DTLB-prefetches"	"Cpu2 DTLB-prefetch-misses"	"Cpu2 ITLB-loads"	"Cpu2 ITLB-load-misses"	"Cpu2 Branch-loads"	"Cpu2 Branch-load-misses"	"Cpu3 cycles"	"Cpu3 instructions"	"Cpu3 Cache-references"	"Cpu3 Cache-misses"	"Cpu3 branches"	"Cpu3 Branch-misses"	"Cpu3 Bus-cycles"	"Cpu3 Cpu-clock"	"Cpu3 Task-clock"	"Cpu3 faults"	"Cpu3 Minor-faults"	"Cpu3 Major-faults"	"Cpu3 cs"	"Cpu3 migrations"	"Cpu3 Alignment-faults"	"Cpu3 Emulation-faults"	"Cpu3 L3-dcache-loads"	"Cpu3 L3-dcache-load-misses"	"Cpu3 L3-dcache-stores"	"Cpu3 L3-dcache-store-misses"	"Cpu3 L3-dcache-prefetches"	"Cpu3 L3-dcache-prefetch-misses"	"Cpu3 L3-icache-loads"	"Cpu3 L3-icache-load-misses"	"Cpu3 L3-icache-prefetches"	"Cpu3 L3-icache-prefetch-misses"	"Cpu3 LLC-loads"	"Cpu3 LLC-load-misses"	"Cpu3 LLC-stores"	"Cpu3 LLC-store-misses"	"Cpu3 LLC-prefetches"	"Cpu3 LLC-prefetch-misses"	"Cpu3 DTLB-loads"	"Cpu3 DTLB-load-misses"	"Cpu3 DTLB-stores"	"Cpu3 DTLB-store-misses"	"Cpu3 DTLB-prefetches"	"Cpu3 DTLB-prefetch-misses"	"Cpu3 ITLB-loads"	"Cpu3 ITLB-load-misses"	"Cpu3 Branch-loads"	"Cpu3 Branch-load-misses"	"Cpu4 cycles"	"Cpu4 instructions"	"Cpu4 Cache-references"	"Cpu4 Cache-misses"	"Cpu4 branches"	"Cpu4 Branch-misses"	"Cpu4 Bus-cycles"	"Cpu4 Cpu-clock"	"Cpu4 Task-clock"	"Cpu4 faults"	"Cpu4 Minor-faults"	"Cpu4 Major-faults"	"Cpu4 cs"	"Cpu4 migrations"	"Cpu4 Alignment-faults"	"Cpu4 Emulation-faults"	"Cpu4 L4-dcache-loads"	"Cpu4 L4-dcache-load-misses"	"Cpu4 L4-dcache-stores"	"Cpu4 L4-dcache-store-misses"	"Cpu4 L4-dcache-prefetches"	"Cpu4 L4-dcache-prefetch-misses"	"Cpu4 L4-icache-loads"	"Cpu4 L4-icache-load-misses"	"Cpu4 L4-icache-prefetches"	"Cpu4 L4-icache-prefetch-misses"	"Cpu4 LLC-loads"	"Cpu4 LLC-load-misses"	"Cpu4 LLC-stores"	"Cpu4 LLC-store-misses"	"Cpu4 LLC-prefetches"	"Cpu4 LLC-prefetch-misses"	"Cpu4 DTLB-loads"	"Cpu4 DTLB-load-misses"	"Cpu4 DTLB-stores"	"Cpu4 DTLB-store-misses"	"Cpu4 DTLB-prefetches"	"Cpu4 DTLB-prefetch-misses"	"Cpu4 ITLB-loads"	"Cpu4 ITLB-load-misses"	"Cpu4 Branch-loads"	"Cpu4 Branch-load-misses"	"Cpu5 cycles"	"Cpu5 instructions"	"Cpu5 Cache-references"	"Cpu5 Cache-misses"	"Cpu5 branches"	"Cpu5 Branch-misses"	"Cpu5 Bus-cycles"	"Cpu5 Cpu-clock"	"Cpu5 Task-clock"	"Cpu5 faults"	"Cpu5 Minor-faults"	"Cpu5 Major-faults"	"Cpu5 cs"	"Cpu5 migrations"	"Cpu5 Alignment-faults"	"Cpu5 Emulation-faults"	"Cpu5 L5-dcache-loads"	"Cpu5 L5-dcache-load-misses"	"Cpu5 L5-dcache-stores"	"Cpu5 L5-dcache-store-misses"	"Cpu5 L5-dcache-prefetches"	"Cpu5 L5-dcache-prefetch-misses"	"Cpu5 L5-icache-loads"	"Cpu5 L5-icache-load-misses"	"Cpu5 L5-icache-prefetches"	"Cpu5 L5-icache-prefetch-misses"	"Cpu5 LLC-loads"	"Cpu5 LLC-load-misses"	"Cpu5 LLC-stores"	"Cpu5 LLC-store-misses"	"Cpu5 LLC-prefetches"	"Cpu5 LLC-prefetch-misses"	"Cpu5 DTLB-loads"	"Cpu5 DTLB-load-misses"	"Cpu5 DTLB-stores"	"Cpu5 DTLB-store-misses"	"Cpu5 DTLB-prefetches"	"Cpu5 DTLB-prefetch-misses"	"Cpu5 ITLB-loads"	"Cpu5 ITLB-load-misses"	"Cpu5 Branch-loads"	"Cpu5 Branch-load-misses"	"Cpu6 cycles"	"Cpu6 instructions"	"Cpu6 Cache-references"	"Cpu6 Cache-misses"	"Cpu6 branches"	"Cpu6 Branch-misses"	"Cpu6 Bus-cycles"	"Cpu6 Cpu-clock"	"Cpu6 Task-clock"	"Cpu6 faults"	"Cpu6 Minor-faults"	"Cpu6 Major-faults"	"Cpu6 cs"	"Cpu6 migrations"	"Cpu6 Alignment-faults"	"Cpu6 Emulation-faults"	"Cpu6 L6-dcache-loads"	"Cpu6 L6-dcache-load-misses"	"Cpu6 L6-dcache-stores"	"Cpu6 L6-dcache-store-misses"	"Cpu6 L6-dcache-prefetches"	"Cpu6 L6-dcache-prefetch-misses"	"Cpu6 L6-icache-loads"	"Cpu6 L6-icache-load-misses"	"Cpu6 L6-icache-prefetches"	"Cpu6 L6-icache-prefetch-misses"	"Cpu6 LLC-loads"	"Cpu6 LLC-load-misses"	"Cpu6 LLC-stores"	"Cpu6 LLC-store-misses"	"Cpu6 LLC-prefetches"	"Cpu6 LLC-prefetch-misses"	"Cpu6 DTLB-loads"	"Cpu6 DTLB-load-misses"	"Cpu6 DTLB-stores"	"Cpu6 DTLB-store-misses"	"Cpu6 DTLB-prefetches"	"Cpu6 DTLB-prefetch-misses"	"Cpu6 ITLB-loads"	"Cpu6 ITLB-load-misses"	"Cpu6 Branch-loads"	"Cpu6 Branch-load-misses"	"Cpu7  cycles"	"Cpu7  instructions"	"Cpu7  Cache-references"	"Cpu7  Cache-misses"	"Cpu7  branches"	"Cpu7  Branch-misses"	"Cpu7  Bus-cycles"	"Cpu7  Cpu-clock"	"Cpu7 Task-clock"	"Cpu7  faults"	"Cpu7  Minor-faults"	"Cpu7  Major-faults"	"Cpu7  cs"	"Cpu7 – migrations"	"Cpu7  Alignment-faults"	"Cpu7  Emulation-faults"	"Cpu7  L7-dcache-loads"	"Cpu7  L7-dcache-load-misses"	"Cpu7  L7-dcache-stores"	"Cpu7– L7-dcache-store-misses"	"Cpu7  L7-dcache-prefetches"	"Cpu7  L7-dcache-prefetch-misses"	"Cpu7  L7-icache-loads"	"Cpu7  L7-icache-load-misses"	"Cpu7  L7-icache-prefetches"	"Cpu7 L7-icache-prefetch-misses"	"Cpu7  LLC-loads"	"Cpu7  LLC-load-misses"	"Cpu7  LLC-stores"	"Cpu7  LLC-store-misses"	"Cpu7  LLC-prefetches"	"Cpu7  LLC-prefetch-misses"	"Cpu7  DTLB-loads"	"Cpu7 DTLB-load-misses"	"Cpu7  DTLB-stores"	"Cpu7 DTLB-store-misses"	"Cpu7  DTLB-prefetches"	"Cpu7  DTLB-prefetch-misses"	"Cpu7  ITLB-loads"	"Cpu7  ITLB-load-misses"	"Cpu7 Branch-loads"	"Cpu7  Branch-load-misses"	"coarse label"	"nice label"	"benchmark"
"12:00:50"	51.42	0.22	2.31	22.24	0	0	0.21	0	23.59	75.98	0.44	3.05	13.48	0	0	0	0	7.06	57.63	0.16	4.24	36.36	0	0	1.6	0	0	41.66	0.4	1.57	45.46	0	0	0	0	10.9	45.63	0.06	1.57	20.22	0	0	0	0	32.52	48.79	0.05	1.83	18.97	0	0	0.05	0	30.32	56.96	0.19	2.2	3.34	0	0	0	0	37.3	41.8	0.36	1.75	23.19	0	0	0	0	32.91	42.96	0.1	2.24	16.94	0	0	0	0	37.76	0.83	783.74	12437.88	393.3	2093.12	1860.73	12841.07	34833.59	58.53	32288.42	6107.3	3953.49	2539.26	25.24	3751.97	498.93	3253.04	7435.66	49789.02	-2545.02	-134.93	-526.04	47784	8125536	99.42	488	10548	9099816	49.46	9495672	727940	7.12	141216	19.4	3162	4544	5241	16	2	293	12.01	9.32	8.57	136.21	3715.11	24106.88	204.26	88.63	613.49	6.61	90.07	1129.36	575.09	8937.2	8.42	76.16	67.39	0.79	89.7	2486.54	3147.4	16744.94	8	8535.62	3221.38	0.26	64.2	16.89	16.89	2.01	2.01	0	0	0	8.83	1.98	1.08	0.32	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	148	7	0	0	51	22.43	0	22.35	18.66	0	0	0	0	0	0.08	0	0	0	0	0	0	0.02	1.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	1.73	0	0	0	0	0	0	0	0	0.83	0.83	16.86	16.86	0	0	0	0	0.13	0.29	0.06	1.73	0	5	2	0	0	0.18	0	0.18	0.02	0	0	0.18	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.02	0	0	409303	6537491	1026	134413557	0	0	11720	10843932	30521	64189202	599937	660230	69617	802378	554214	5674890	0	0	5069	1216603	3026153	3216411	962889	5269013	25433385	229642426	0	0	1	56	0	39	38	811943858	811886445	12721632	51614	12250566	914040	1028410	208411938	288174601	1287507	8258402	80	122292873	0	0	25986	12961203	166447	57856753	559714	721877	46377	620099	733708	4977637	0	0	101821	2430324	2686130	2769797	7524943	12084698	24153390	230236934	0	0	2	240	24	338	361	811956454	811908169	12719179	82266	12779453	854403	950700	215474378	288074871	363023	6971118	234	122958713	0	0	13178	11540809	31578	64006965	579138	644057	66031	799526	539599	5704562	0	0	7661	1395305	2988347	3137835	962602	5553013	23361034	265384731	0	0	0	53	0	49	49	811978889	811932430	12720149	148018	15862526	1256196	1484354	205669554	288038679	10020674	22038715	1246	161250654	0	0	16747	14941388	32072	69477823	520221	678573	221304	853982	608262	4634930	0	0	62970	1806058	2239637	2463996	5284947	9852577	19249225	257293249	0	0	0	77	14	21	35	811965339	811915642	12719087	951432	29455629	785389	869783	250338522	288041755	304694	6995715	995	134149548	0	0	11462	10908289	27791	64884428	595369	654007	68955	817968	552557	5661637	0	0	5351	1217489	3022309	3238703	978629	5282714	25492979	256262242	0	0	0	24	0	1	1	811934759	811878874	12718840	559061	18573793	1372578	1418490	205591619	288053454	9198618	16055408	911	122700367	0	0	161855	16603543	165645	65337665	565404	631436	65493	780979	541078	5695923	0	0	8041	1606865	2976279	3144933	1063085	5381664	27595534	273831390	0	0	0	28	3	4	6	812127997	812069620	12720633	1061558	26552789	670899	675053	215325273	535814956	6824372	12999894	1172	124557365	0	0	162683	19691465	188905	60097002	684244	650532	78670	734694	553885	5437577	0	0	5386	1352376	2946128	2927439	1337578	7834546	26781433	303772167	0	0	0	118	12	1401	1414	811629303	811589356	12699151	1254158	28864514	718043	848660	183765048	468182074	5628392	13348767	1150	141742815	0	0	14366	14923627	34219	65441555	662538	822578	270029	781995	667086	4853688	0	0	9195	1470831	2448331	2563800	1359797	8589944	19931085	281032664	0	0	0	38	0	1	1	812118847	812059305	12719717	864364	24492226	650092	733804	190125376	468916070	1	1	"(MG.C.4) X 2 and File I/O"
"12:01:50"	5.62	0.13	1.09	35.33	0	0	0.18	0	57.65	43.61	0	2.43	42.86	0	0	0	0	11.09	1.07	0.95	4.38	92.19	0	0	1.42	0	0	0.07	0.08	0.37	68.94	0	0	0	0	30.55	0.02	0	0.18	30.74	0	0	0	0	69.06	0.18	0	1.07	19.72	0	0	0	0	79.03	0.02	0	0.03	6.59	0	0	0	0	93.36	0.02	0	0.27	12.52	0	0	0	0	87.19	0.02	0	0	9.08	0	0	0	0	90.91	0.95	862.52	3133.13	504.03	2053.14	3130.63	8232.62	30557.07	86.54	30497.12	2951.92	2608.31	2301.82	41.4	2875.25	789.49	2085.76	12528.94	33387.44	-0.32	1.47	18.81	47708	8125612	99.42	840	15064	8938180	48.59	9687212	536400	5.25	72624	13.54	4060	4320	5546	16	0	289	14.53	10.64	9.07	219.04	6266.73	16922.21	105.87	137.51	622.3	4.57	100.03	99.02	2229.02	40.11	22.92	13.96	141.59	9.97	98.7	2557.04	4031.18	16425.12	8	10446.09	4116.35	0.39	100.03	7.03	7.03	1.02	1.02	0	0	0	9.28	1.77	1.04	0.29	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	40	7	0	0	49	12.19	0	12.13	8.61	0	0	0	0	0	0.07	0	0	0	0	0	0	0	1.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57	0	0	0	0	0	0	0	0	0.27	0.25	7.03	7.03	0.02	0.03	0	0	0.17	0.2	0.02	1.57	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7319	5103	16	22851	0	0	45	5081	163	38003	949	4357	518	258	492	1270	0	0	734	10458	51	82	255	1940	34847	370199	0	0	2	21	1	45	45	164631149	164601227	72155	13252	329735	9616	13012	1130354	2749494	154414	163021	563	1933002	0	0	2079	267150	3754	996060	11136	27457	5845	321	725	1599	0	0	15256	215748	3161	4399	165	20345	455432	6320301	0	0	8	63	5	457	459	164716566	164685190	180997	14948	202513	6095	7410	729749	1341827	6765	4913	8	28148	0	0	35	6540	229	12331	26	160	16	27	44	732	0	0	665	6776	73	87	191	906	10805	30810	0	0	2	15	1	5	5	164733401	164702174	20635	15443	141896	4471	8214	556600	669522	6776	4816	8	20922	0	0	37	5053	170	12147	24	323	35	54	220	853	0	0	958	10354	82	101	156	1713	15448	73684	0	0	0	8	0	18	19	164731341	164699830	9200	6026	111353	1034	9994	386991	541014	4158	2376	8	9992	0	0	21	3182	199	14155	789	1376	70	30	86	661	0	0	171	6244	69	74	201	1034	111813	1255688	0	0	0	8	0	1054	1054	164629367	164600201	9352	2468	44715	287	1563	187251	183673	4307	4456	8	30376	0	0	52	8536	437	14956	115	620	26	33	258	853	0	0	962	11128	69	91	198	1703	12339	38408	0	0	0	10	0	0	0	164727206	164696572	13670	1144	14845	5	1633	57494	164707	4963	4456	8	19352	0	0	46	4809	153	10922	9	99	17	35	101	790	0	0	474	8480	76	79	176	1691	9052	30380	0	0	0	4	0	0	0	164747507	164716378	7052	583	14576	4	834	57199	154549	5210	4456	8	19361	0	0	52	4632	173	11486	42	209	18	73	316	993	0	0	1631	9422	69	81	162	1671	9928	34302	0	0	0	10	0	0	0	164822720	164716906	6989	937	19216	374	1867	89220	238800	1	1	"(MG.C.4) X 2 and File I/O"
"12:02:50"	2.46	0.24	0.72	26.63	0	0	0.2	0	69.76	0.05	0	0.57	62.31	0	0	0	0	37.08	0.55	1.88	3.57	92.55	0	0	1.45	0	0	19.03	0.02	1.31	19.39	0	0	0	0	60.25	0	0	0.07	23.33	0	0	0	0	76.6	0	0	0.08	7.54	0	0	0.15	0	92.22	0	0	0	2.01	0	0	0	0	97.99	0	0	0.15	5.35	0	0	0	0	94.5	0.02	0	0	0.47	0	0	0	0	99.52	0.48	604.27	2731.44	103.37	3367.02	1279.96	13500.83	3617.1	27.8	3800.38	4021.7	2949.55	3519.82	50.49	3659.89	249.24	3410.65	5115.05	53001.13	-2.39	0.17	1.13	47132	8126188	99.42	880	15336	9719868	52.83	8884724	1338888	13.1	105476	7.88	3823	4512	5575	16	1	299	12.27	10.69	9.18	120.31	2555.13	25999.47	237.35	136.7	1166.46	8.31	99.98	69.19	1732.93	65.54	25.99	14.28	206.11	14.32	99.08	3470.39	826.99	26936.12	8	306526156035427	88326170565290.2	0.29	99.98	1.96	1.96	0.47	0.47	0	0	0	9.44	1.98	1.09	0.3	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	48	7	0	0	4	7.44	0	7.38	3.67	0	0	0	0	0	0.07	0	0	0	0	0	0	0	1.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65	0	0	0	0	0	0	0	0	0.13	0.12	1.96	1.96	0.02	0.07	0	0	0.05	0.35	0.07	1.65	0	7	2	0	0	0.17	0	0.17	0.02	0	0	0.17	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	23522	5455	6763	9381	792	0	0	4783	42933	226	350	194	1981	10826	41444	0	0	0	27	1	35	35	102109582	102078851	9813	871	10939	104	799	30500	588951	0	0	0	0	0	0	0	0	0	0	0	14583	1014	1904	8776	5095	0	0	26166	42666	391	710	167	26190	448764	5913374	0	0	1	23	0	256	257	102148246	102117862	39441	7642	291740	7268	13528	1182798	3415528	0	0	0	0	0	0	0	0	0	0	0	1902	283	344	1062	1034	0	0	1290	14169	82	97	218	1816	9776	34531	0	0	1	9	0	1	1	102163136	102131933	7862	641	11109	195	702	23590	200553	0	0	0	0	0	0	0	0	0	0	0	19191	936	1013	14665	856	0	0	711	9633	76	135	345	1788	8846	33697	0	0	3	7	0	1	1	102162787	102131556	4946	383	8906	33	601	23592	1434947	0	0	0	0	0	0	0	0	0	0	0	3808	218	416	2458	805	0	0	911	12222	76	108	170	1816	8957	35739	0	0	1	6	0	0	0	102112433	102082440	6433	562	8892	26	606	23490	368095	0	0	0	0	0	0	0	0	0	0	0	1913	300	344	917	870	0	0	884	8705	76	93	214	1657	10755	34993	0	0	0	6	0	0	0	102162150	102132468	3842	592	8471	4	574	22892	112533	0	0	0	0	0	0	0	0	0	0	3	1988	321	383	742	773	0	0	674	8073	68	72	178	1656	8683	33447	0	0	1	6	0	0	0	102179011	102147625	3571	362	8589	2	608	23116	93348	0	0	0	0	0	0	0	0	0	0	579	24510	5166	6055	9315	764	0	0	527	8178	73	80	202	1652	8454	33181	0	0	0	6	0	276	276	102180121	102148186	3485	323	8589	6	545	23116	92216	1	1	"(MG.C.4) X 2 and File I/O"
